,atm_name,weekday,festival_religion,working_day,holiday_sequence,trans_date_set,trans_month,trans_year,prevweek_mean,total_amount_withdrawn
8124,Mount Road ATM,WEDNESDAY,NH,W,WWW,1,7,2015,524243.0,673800
8129,Mount Road ATM,THURSDAY,NH,W,WWW,1,7,2015,524243.0,769800
8134,Mount Road ATM,FRIDAY,NH,W,WWH,1,7,2015,524243.0,381300
8139,Mount Road ATM,SATURDAY,NH,H,WHH,1,7,2015,524243.0,930900
8144,Mount Road ATM,SUNDAY,NH,H,HHW,1,7,2015,524243.0,388700
8148,Mount Road ATM,MONDAY,NH,W,HWW,2,7,2015,620400.0,937300
8153,Mount Road ATM,TUESDAY,NH,W,WWW,2,7,2015,620400.0,863200
8158,Mount Road ATM,WEDNESDAY,NH,W,WWW,2,7,2015,620400.0,1008600
8163,Mount Road ATM,THURSDAY,NH,W,WWW,2,7,2015,620400.0,783800
8168,Mount Road ATM,FRIDAY,NH,W,WWH,2,7,2015,620400.0,649500
8173,Mount Road ATM,SATURDAY,NH,H,WHH,3,7,2015,620400.0,604000
8178,Mount Road ATM,SUNDAY,NH,H,HHW,3,7,2015,620400.0,455400
8183,Mount Road ATM,MONDAY,NH,W,HWW,3,7,2015,757400.0,606800
8188,Mount Road ATM,TUESDAY,NH,W,WWW,3,7,2015,757400.0,513600
8193,Mount Road ATM,WEDNESDAY,NH,W,WWW,3,7,2015,757400.0,540900
8198,Mount Road ATM,THURSDAY,NH,W,WWW,4,7,2015,757400.0,172500
8203,Mount Road ATM,FRIDAY,NH,W,WWH,4,7,2015,757400.0,585500
8208,Mount Road ATM,SATURDAY,M,H,WHH,4,7,2015,757400.0,336400
8215,Mount Road ATM,MONDAY,NH,W,HWW,4,7,2015,459284.0,458300
8220,Mount Road ATM,TUESDAY,NH,W,WWW,5,7,2015,459284.0,620400
8225,Mount Road ATM,WEDNESDAY,NH,W,WWW,5,7,2015,459284.0,534100
8230,Mount Road ATM,THURSDAY,NH,W,WWW,5,7,2015,459284.0,630400
8235,Mount Road ATM,FRIDAY,NH,W,WWH,5,7,2015,459284.0,438500
8240,Mount Road ATM,SATURDAY,NH,H,WHH,5,7,2015,459284.0,883600
8245,Mount Road ATM,SUNDAY,NH,H,HHW,6,7,2015,459284.0,418900
8249,Mount Road ATM,MONDAY,NH,W,HWW,6,7,2015,569172.0,478700
8254,Mount Road ATM,TUESDAY,NH,W,WWW,6,7,2015,569172.0,499600
8259,Mount Road ATM,WEDNESDAY,NH,W,WWW,6,7,2015,569172.0,759000
8264,Mount Road ATM,THURSDAY,NH,W,WWH,6,7,2015,569172.0,315200
8269,Mount Road ATM,FRIDAY,NH,W,WWH,7,7,2015,569172.0,585300
8274,Mount Road ATM,SATURDAY,NH,H,WHH,1,8,2015,569172.0,941600
8279,Mount Road ATM,SUNDAY,NH,H,HHW,1,8,2015,569172.0,810400
8284,Mount Road ATM,MONDAY,NH,W,HWW,1,8,2015,627115.0,960200
8289,Mount Road ATM,TUESDAY,NH,W,WWW,1,8,2015,627115.0,479000
8294,Mount Road ATM,WEDNESDAY,NH,W,WWW,1,8,2015,627115.0,217000
8299,Mount Road ATM,THURSDAY,NH,W,WWW,2,8,2015,627115.0,958500
8304,Mount Road ATM,FRIDAY,NH,W,WWH,2,8,2015,627115.0,651000
8309,Mount Road ATM,SATURDAY,NH,H,WHH,2,8,2015,627115.0,756800
8314,Mount Road ATM,SUNDAY,NH,H,HHW,2,8,2015,627115.0,589900
8319,Mount Road ATM,MONDAY,NH,W,HWW,2,8,2015,658915.0,667400
8324,Mount Road ATM,TUESDAY,NH,W,WWW,3,8,2015,658915.0,679900
8329,Mount Road ATM,WEDNESDAY,NH,W,WWW,3,8,2015,658915.0,598500
8334,Mount Road ATM,THURSDAY,NH,W,WWW,3,8,2015,658915.0,473700
8339,Mount Road ATM,FRIDAY,NH,W,WWH,3,8,2015,658915.0,624000
8344,Mount Road ATM,SATURDAY,N,H,WHH,3,8,2015,658915.0,571300
8349,Mount Road ATM,SUNDAY,NH,H,HHW,4,8,2015,658915.0,245900
8354,Mount Road ATM,MONDAY,NH,W,HWW,4,8,2015,551529.0,690200
8359,Mount Road ATM,TUESDAY,NH,W,WWW,4,8,2015,551529.0,602000
8364,Mount Road ATM,WEDNESDAY,NH,W,WWW,4,8,2015,551529.0,860600
8369,Mount Road ATM,THURSDAY,NH,W,WWW,4,8,2015,551529.0,448200
8374,Mount Road ATM,FRIDAY,NH,W,WWH,5,8,2015,551529.0,477800
8378,Mount Road ATM,SATURDAY,NH,H,WHH,5,8,2015,551529.0,670200
8382,Mount Road ATM,SUNDAY,NH,H,HHW,5,8,2015,551529.0,230100
8386,Mount Road ATM,MONDAY,NH,W,HWW,5,8,2015,568443.0,541800
8391,Mount Road ATM,TUESDAY,NH,W,WWW,5,8,2015,568443.0,554400
8396,Mount Road ATM,WEDNESDAY,NH,W,WWW,6,8,2015,568443.0,632000
8401,Mount Road ATM,THURSDAY,NH,W,WWW,6,8,2015,568443.0,659000
8406,Mount Road ATM,FRIDAY,NH,W,WWH,6,8,2015,568443.0,531800
8411,Mount Road ATM,SATURDAY,NH,H,WHH,6,8,2015,568443.0,493200
8416,Mount Road ATM,SUNDAY,NH,H,HHW,6,8,2015,568443.0,649100
8421,Mount Road ATM,MONDAY,NH,W,HWW,7,8,2015,580186.0,557200
8426,Mount Road ATM,TUESDAY,NH,W,WWW,1,9,2015,580186.0,874500
8431,Mount Road ATM,WEDNESDAY,NH,W,WWW,1,9,2015,580186.0,771400
8436,Mount Road ATM,THURSDAY,NH,W,WWW,1,9,2015,580186.0,1059300
8441,Mount Road ATM,FRIDAY,NH,W,WWH,1,9,2015,580186.0,558200
8446,Mount Road ATM,SATURDAY,H,H,WHH,1,9,2015,580186.0,879400
8451,Mount Road ATM,SUNDAY,NH,H,HHW,2,9,2015,580186.0,474300
8456,Mount Road ATM,MONDAY,NH,W,HWW,2,9,2015,739186.0,1256600
8461,Mount Road ATM,TUESDAY,NH,W,WWW,2,9,2015,739186.0,493400
8466,Mount Road ATM,WEDNESDAY,NH,W,WWW,2,9,2015,739186.0,582200
8471,Mount Road ATM,THURSDAY,NH,W,WWW,2,9,2015,739186.0,752800
8476,Mount Road ATM,FRIDAY,NH,W,WWH,3,9,2015,739186.0,470200
8481,Mount Road ATM,SATURDAY,NH,H,WHH,3,9,2015,739186.0,697100
8486,Mount Road ATM,SUNDAY,NH,H,HHW,3,9,2015,739186.0,356800
8491,Mount Road ATM,MONDAY,NH,W,HWW,3,9,2015,658443.0,642400
8496,Mount Road ATM,TUESDAY,NH,W,WWW,3,9,2015,658443.0,756300
8501,Mount Road ATM,WEDNESDAY,NH,W,WWH,4,9,2015,658443.0,732500
8506,Mount Road ATM,THURSDAY,H,H,WHW,4,9,2015,658443.0,420500
8511,Mount Road ATM,FRIDAY,NH,W,HWH,4,9,2015,658443.0,469900
8516,Mount Road ATM,SATURDAY,NH,H,WHH,4,9,2015,658443.0,664000
8521,Mount Road ATM,SUNDAY,NH,H,HHW,4,9,2015,658443.0,472900
8526,Mount Road ATM,MONDAY,NH,W,HWW,5,9,2015,594072.0,582800
8531,Mount Road ATM,TUESDAY,NH,W,WWW,5,9,2015,594072.0,517500
8536,Mount Road ATM,WEDNESDAY,NH,W,WWH,5,9,2015,594072.0,533800
8541,Mount Road ATM,THURSDAY,M,H,WHW,5,9,2015,594072.0,480500
8546,Mount Road ATM,FRIDAY,NH,W,HWH,5,9,2015,594072.0,744000
8551,Mount Road ATM,SATURDAY,NH,H,WHH,6,9,2015,594072.0,579300
8556,Mount Road ATM,SUNDAY,NH,H,HHW,6,9,2015,594072.0,328100
8561,Mount Road ATM,MONDAY,NH,W,HWW,6,9,2015,538000.0,801000
8566,Mount Road ATM,TUESDAY,NH,W,WWW,6,9,2015,538000.0,670300
8571,Mount Road ATM,WEDNESDAY,NH,W,WWW,6,9,2015,538000.0,549600
8576,Mount Road ATM,THURSDAY,NH,W,WWH,1,10,2015,538000.0,890800
8581,Mount Road ATM,FRIDAY,N,H,WHH,1,10,2015,538000.0,544400
8585,Mount Road ATM,SATURDAY,NH,H,HHH,1,10,2015,538000.0,1040300
8590,Mount Road ATM,SUNDAY,NH,H,HHW,1,10,2015,538000.0,433300
8595,Mount Road ATM,MONDAY,NH,W,HWW,1,10,2015,704243.0,1410700
8600,Mount Road ATM,TUESDAY,NH,W,WWW,2,10,2015,704243.0,1134300
8605,Mount Road ATM,WEDNESDAY,NH,W,WWW,2,10,2015,704243.0,1023300
8610,Mount Road ATM,THURSDAY,NH,W,WWW,2,10,2015,704243.0,1032600
8615,Mount Road ATM,FRIDAY,NH,W,WWH,2,10,2015,704243.0,618700
8620,Mount Road ATM,SATURDAY,NH,H,WHH,2,10,2015,704243.0,943300
8625,Mount Road ATM,SUNDAY,NH,H,HHW,3,10,2015,704243.0,672600
8630,Mount Road ATM,MONDAY,NH,W,HWW,3,10,2015,976500.0,981000
8635,Mount Road ATM,TUESDAY,NH,W,WWW,3,10,2015,976500.0,858300
8640,Mount Road ATM,WEDNESDAY,NH,W,WWW,3,10,2015,976500.0,694100
8645,Mount Road ATM,THURSDAY,NH,W,WWW,3,10,2015,976500.0,771900
8650,Mount Road ATM,FRIDAY,NH,W,WWH,4,10,2015,976500.0,488900
8655,Mount Road ATM,SATURDAY,NH,H,WHH,4,10,2015,976500.0,833200
8660,Mount Road ATM,SUNDAY,NH,H,HHW,4,10,2015,976500.0,476800
8664,Mount Road ATM,MONDAY,NH,W,HWW,4,10,2015,729172.0,686100
8669,Mount Road ATM,TUESDAY,NH,W,WWH,4,10,2015,729172.0,512800
8674,Mount Road ATM,WEDNESDAY,H,H,WHH,5,10,2015,729172.0,610900
8679,Mount Road ATM,THURSDAY,H,H,HHH,5,10,2015,729172.0,554100
8684,Mount Road ATM,FRIDAY,M,H,HHH,5,10,2015,729172.0,447600
8689,Mount Road ATM,SATURDAY,NH,H,HHH,5,10,2015,729172.0,702900
8694,Mount Road ATM,SUNDAY,NH,H,HHW,5,10,2015,729172.0,476200
8699,Mount Road ATM,MONDAY,NH,W,HWW,6,10,2015,570086.0,565400
8704,Mount Road ATM,TUESDAY,NH,W,WWW,6,10,2015,570086.0,516200
8709,Mount Road ATM,WEDNESDAY,NH,W,WWW,6,10,2015,570086.0,543700
8714,Mount Road ATM,THURSDAY,NH,W,WWW,6,10,2015,570086.0,640600
8718,Mount Road ATM,FRIDAY,NH,W,WWH,6,10,2015,570086.0,693700
8723,Mount Road ATM,SATURDAY,NH,H,WHH,7,10,2015,570086.0,1047500
8728,Mount Road ATM,SUNDAY,NH,H,HHW,1,11,2015,570086.0,782600
8733,Mount Road ATM,MONDAY,NH,W,HWW,1,11,2015,684243.0,827000
8738,Mount Road ATM,TUESDAY,NH,W,WWW,1,11,2015,684243.0,1004400
8743,Mount Road ATM,WEDNESDAY,NH,W,WWW,1,11,2015,684243.0,1084500
8748,Mount Road ATM,THURSDAY,NH,W,WWW,1,11,2015,684243.0,943100
8753,Mount Road ATM,FRIDAY,NH,W,WWH,2,11,2015,684243.0,993500
8758,Mount Road ATM,SATURDAY,NH,H,WHH,2,11,2015,684243.0,1075500
8763,Mount Road ATM,SUNDAY,NH,H,HHW,2,11,2015,684243.0,347600
8768,Mount Road ATM,MONDAY,NH,W,HWH,2,11,2015,896515.0,614500
8772,Mount Road ATM,TUESDAY,H,H,WHW,2,11,2015,896515.0,239900
8776,Mount Road ATM,WEDNESDAY,NH,W,HWW,3,11,2015,896515.0,405600
8781,Mount Road ATM,THURSDAY,NH,W,WWW,3,11,2015,896515.0,714300
8786,Mount Road ATM,FRIDAY,NH,W,WWH,3,11,2015,896515.0,262400
8791,Mount Road ATM,SATURDAY,NH,H,WHH,3,11,2015,896515.0,361500
8796,Mount Road ATM,SUNDAY,NH,H,HHW,3,11,2015,896515.0,57400
8801,Mount Road ATM,MONDAY,NH,W,HWW,4,11,2015,379372.0,371000
8806,Mount Road ATM,TUESDAY,NH,W,WWW,4,11,2015,379372.0,759000
8811,Mount Road ATM,WEDNESDAY,NH,W,WWW,4,11,2015,379372.0,430700
8816,Mount Road ATM,THURSDAY,NH,W,WWW,4,11,2015,379372.0,464900
8821,Mount Road ATM,FRIDAY,NH,W,WWH,4,11,2015,379372.0,68100
8826,Mount Road ATM,SATURDAY,NH,H,WHH,5,11,2015,379372.0,471500
8831,Mount Road ATM,SUNDAY,NH,H,HHH,5,11,2015,379372.0,305000
8835,Mount Road ATM,MONDAY,M,H,HHW,5,11,2015,410029.0,218100
8840,Mount Road ATM,TUESDAY,NH,W,HWW,5,11,2015,410029.0,470300
8845,Mount Road ATM,WEDNESDAY,NH,W,WWW,5,11,2015,410029.0,396800
8850,Mount Road ATM,THURSDAY,NH,W,WWW,6,11,2015,410029.0,444200
8855,Mount Road ATM,FRIDAY,NH,W,WWH,6,11,2015,410029.0,208100
8860,Mount Road ATM,SATURDAY,NH,H,WHH,6,11,2015,410029.0,68400
8865,Mount Road ATM,SUNDAY,NH,H,HHW,6,11,2015,410029.0,25600
8870,Mount Road ATM,MONDAY,NH,W,HWW,6,11,2015,261643.0,248600
8875,Mount Road ATM,TUESDAY,NH,W,WWW,1,12,2015,261643.0,139700
8880,Mount Road ATM,WEDNESDAY,NH,W,WWW,1,12,2015,261643.0,10000
8890,Mount Road ATM,SATURDAY,NH,H,WHH,1,12,2015,261643.0,20100
9091,Mount Road ATM,MONDAY,NH,W,HWH,5,1,2016,1800.0,11100
9099,Mount Road ATM,WEDNESDAY,NH,W,HWW,6,1,2016,1800.0,15700
9104,Mount Road ATM,THURSDAY,NH,W,WWW,6,1,2016,1800.0,12100
9109,Mount Road ATM,FRIDAY,NH,W,WWH,6,1,2016,1800.0,132300
9114,Mount Road ATM,SATURDAY,NH,H,WHH,6,1,2016,1800.0,205500
9119,Mount Road ATM,SUNDAY,NH,H,HHW,7,1,2016,1800.0,4500
9124,Mount Road ATM,MONDAY,NH,W,HWW,1,2,2016,63534.0,44200
9129,Mount Road ATM,TUESDAY,NH,W,WWW,1,2,2016,63534.0,13400
9134,Mount Road ATM,WEDNESDAY,NH,W,WWW,1,2,2016,63534.0,81600
9139,Mount Road ATM,THURSDAY,NH,W,WWW,1,2,2016,63534.0,772100
9144,Mount Road ATM,FRIDAY,NH,W,WWH,1,2,2016,63534.0,668200
9149,Mount Road ATM,SATURDAY,NH,H,WHH,2,2,2016,63534.0,122200
9158,Mount Road ATM,MONDAY,NH,W,HWW,2,2,2016,283617.0,143000
9163,Mount Road ATM,TUESDAY,NH,W,WWW,2,2,2016,283617.0,699800
9172,Mount Road ATM,THURSDAY,NH,W,WWW,3,2,2016,283617.0,68100
9177,Mount Road ATM,FRIDAY,NH,W,WWH,3,2,2016,283617.0,180200
9182,Mount Road ATM,SATURDAY,NH,H,WHH,3,2,2016,283617.0,398400
9187,Mount Road ATM,SUNDAY,NH,H,HHW,3,2,2016,283617.0,273000
9192,Mount Road ATM,MONDAY,NH,W,HWW,3,2,2016,293750.0,214300
9201,Mount Road ATM,WEDNESDAY,NH,W,WWW,4,2,2016,293750.0,192600
9206,Mount Road ATM,THURSDAY,NH,W,WWW,4,2,2016,293750.0,131100
9211,Mount Road ATM,FRIDAY,NH,W,WWH,4,2,2016,293750.0,55100
9216,Mount Road ATM,SATURDAY,NH,H,WHH,4,2,2016,293750.0,296300
9221,Mount Road ATM,SUNDAY,NH,H,HHW,5,2,2016,293750.0,350500
9225,Mount Road ATM,MONDAY,NH,W,HWW,5,2,2016,206650.0,18000
9230,Mount Road ATM,TUESDAY,NH,W,WWW,5,2,2016,206650.0,233600
9235,Mount Road ATM,WEDNESDAY,NH,W,WWW,5,2,2016,206650.0,28400
9240,Mount Road ATM,THURSDAY,NH,W,WWW,5,2,2016,206650.0,199900
9245,Mount Road ATM,FRIDAY,NH,W,WWH,6,2,2016,206650.0,13700
9258,Mount Road ATM,MONDAY,NH,W,HWW,6,2,2016,98720.0,156600
9263,Mount Road ATM,TUESDAY,NH,W,WWW,1,3,2016,98720.0,100300
9268,Mount Road ATM,WEDNESDAY,NH,W,WWW,1,3,2016,98720.0,446200
9272,Mount Road ATM,THURSDAY,NH,W,WWW,1,3,2016,98720.0,324900
9277,Mount Road ATM,FRIDAY,NH,W,WWH,1,3,2016,98720.0,462700
9282,Mount Road ATM,SATURDAY,NH,H,WHH,1,3,2016,98720.0,369200
9287,Mount Road ATM,SUNDAY,NH,H,HHW,2,3,2016,98720.0,444100
9292,Mount Road ATM,MONDAY,NH,W,HWW,2,3,2016,329143.0,29800
9297,Mount Road ATM,TUESDAY,NH,W,WWW,2,3,2016,329143.0,120000
9302,Mount Road ATM,WEDNESDAY,NH,W,WWW,2,3,2016,329143.0,129100
9307,Mount Road ATM,THURSDAY,NH,W,WWW,2,3,2016,329143.0,108500
9315,Mount Road ATM,SATURDAY,NH,H,WHH,3,3,2016,329143.0,122500
9320,Mount Road ATM,SUNDAY,NH,H,HHW,3,3,2016,329143.0,281500
9325,Mount Road ATM,MONDAY,NH,W,HWW,3,3,2016,131900.0,257100
9330,Mount Road ATM,TUESDAY,NH,W,WWW,3,3,2016,131900.0,210500
9335,Mount Road ATM,WEDNESDAY,NH,W,WWW,4,3,2016,131900.0,317200
9351,Mount Road ATM,SUNDAY,NH,H,HHW,4,3,2016,131900.0,191500
9356,Mount Road ATM,MONDAY,NH,W,HWW,5,3,2016,244075.0,265600
9361,Mount Road ATM,TUESDAY,NH,W,WWW,5,3,2016,244075.0,191300
9366,Mount Road ATM,WEDNESDAY,NH,W,WWW,5,3,2016,244075.0,43200
9383,Mount Road ATM,MONDAY,NH,W,HWW,6,3,2016,166700.0,83100
9387,Mount Road ATM,TUESDAY,NH,W,WWW,6,3,2016,166700.0,103000
9392,Mount Road ATM,WEDNESDAY,NH,W,WWW,6,3,2016,166700.0,229800
9397,Mount Road ATM,THURSDAY,NH,W,WWW,7,3,2016,166700.0,237100
9401,Mount Road ATM,FRIDAY,NH,W,WWH,1,4,2016,166700.0,295000
9406,Mount Road ATM,SATURDAY,NH,H,WHH,1,4,2016,166700.0,296700
9411,Mount Road ATM,SUNDAY,NH,H,HHW,1,4,2016,166700.0,57900
9416,Mount Road ATM,MONDAY,NH,W,HWW,1,4,2016,186086.0,240100
9421,Mount Road ATM,TUESDAY,NH,W,WWW,1,4,2016,186086.0,517100
9426,Mount Road ATM,WEDNESDAY,NH,W,WWW,2,4,2016,186086.0,200900
9431,Mount Road ATM,THURSDAY,NH,W,WWH,2,4,2016,186086.0,313600
9439,Mount Road ATM,SATURDAY,NH,H,HHH,2,4,2016,186086.0,736400
9443,Mount Road ATM,SUNDAY,NH,H,HHW,2,4,2016,186086.0,694900
9447,Mount Road ATM,MONDAY,NH,W,HWW,3,4,2016,450500.0,409400
9452,Mount Road ATM,TUESDAY,NH,W,WWW,3,4,2016,450500.0,179700
9457,Mount Road ATM,WEDNESDAY,NH,W,WWH,3,4,2016,450500.0,89900
9464,Mount Road ATM,FRIDAY,NH,W,HWH,3,4,2016,450500.0,60000
9469,Mount Road ATM,SATURDAY,NH,H,WHH,4,4,2016,450500.0,61700
9478,Mount Road ATM,MONDAY,NH,W,HWH,4,4,2016,160140.0,60000
9487,Mount Road ATM,WEDNESDAY,NH,W,HWW,4,4,2016,160140.0,60000
9492,Mount Road ATM,THURSDAY,NH,W,WWW,5,4,2016,160140.0,43500
9496,Mount Road ATM,FRIDAY,NH,W,WWH,5,4,2016,160140.0,181300
9500,Mount Road ATM,SATURDAY,NH,H,WHH,5,4,2016,160140.0,304100
9504,Mount Road ATM,SUNDAY,NH,H,HHW,5,4,2016,160140.0,35000
9515,Mount Road ATM,WEDNESDAY,NH,W,WWW,6,4,2016,113984.0,135500
9520,Mount Road ATM,THURSDAY,NH,W,WWW,6,4,2016,113984.0,114200
9525,Mount Road ATM,FRIDAY,NH,W,WWH,6,4,2016,113984.0,33500
9544,Mount Road ATM,WEDNESDAY,NH,W,WWW,1,5,2016,94400.0,42500
9561,Mount Road ATM,SUNDAY,NH,H,HHW,2,5,2016,94400.0,35500
9566,Mount Road ATM,MONDAY,NH,W,HWW,2,5,2016,39000.0,141400
9571,Mount Road ATM,TUESDAY,NH,W,WWW,2,5,2016,39000.0,3800
9576,Mount Road ATM,WEDNESDAY,NH,W,WWW,3,5,2016,39000.0,251700
9581,Mount Road ATM,THURSDAY,NH,W,WWW,3,5,2016,39000.0,1900
9586,Mount Road ATM,FRIDAY,NH,W,WWH,3,5,2016,39000.0,94600
9591,Mount Road ATM,SATURDAY,NH,H,WHH,3,5,2016,39000.0,81600
9604,Mount Road ATM,WEDNESDAY,NH,W,WWW,4,5,2016,95834.0,18600
9609,Mount Road ATM,THURSDAY,NH,W,WWW,4,5,2016,95834.0,1200
9614,Mount Road ATM,FRIDAY,NH,W,WWH,4,5,2016,95834.0,55600
9618,Mount Road ATM,SATURDAY,NH,H,WHH,5,5,2016,95834.0,5900
9623,Mount Road ATM,SUNDAY,NH,H,HHW,5,5,2016,95834.0,1000
9628,Mount Road ATM,MONDAY,NH,W,HWW,5,5,2016,16460.0,87500
9632,Mount Road ATM,TUESDAY,NH,W,WWW,5,5,2016,16460.0,304000
9636,Mount Road ATM,WEDNESDAY,NH,W,WWW,5,5,2016,16460.0,256500
9640,Mount Road ATM,THURSDAY,NH,W,WWW,6,5,2016,16460.0,172500
9644,Mount Road ATM,FRIDAY,NH,W,WWH,6,5,2016,16460.0,185500
9660,Mount Road ATM,WEDNESDAY,NH,W,WWW,1,6,2016,201200.0,105100
9664,Mount Road ATM,THURSDAY,NH,W,WWW,1,6,2016,201200.0,558800
9668,Mount Road ATM,FRIDAY,NH,W,WWH,1,6,2016,201200.0,3500
9673,Mount Road ATM,SATURDAY,NH,H,WHH,1,6,2016,201200.0,145500
9677,Mount Road ATM,SUNDAY,NH,H,HHW,1,6,2016,201200.0,60600
9681,Mount Road ATM,MONDAY,NH,W,HWW,2,6,2016,174700.0,700
9695,Mount Road ATM,FRIDAY,NH,W,WWH,2,6,2016,174700.0,77500
9707,Mount Road ATM,MONDAY,NH,W,HWW,3,6,2016,39100.0,133000
9712,Mount Road ATM,TUESDAY,NH,W,WWW,3,6,2016,39100.0,28000
9717,Mount Road ATM,WEDNESDAY,NH,W,WWW,3,6,2016,39100.0,50800
9722,Mount Road ATM,THURSDAY,NH,W,WWW,4,6,2016,39100.0,181400
9727,Mount Road ATM,FRIDAY,NH,W,WWH,4,6,2016,39100.0,93500
9732,Mount Road ATM,SATURDAY,NH,H,WHH,4,6,2016,39100.0,84000
9761,Mount Road ATM,SATURDAY,NH,H,WHH,5,6,2016,95117.0,100000
9774,Mount Road ATM,TUESDAY,NH,W,WWW,6,6,2016,100000.0,43000
9779,Mount Road ATM,WEDNESDAY,NH,W,WWW,6,6,2016,100000.0,2500
9799,Mount Road ATM,MONDAY,NH,W,HWW,1,7,2016,22750.0,80500
9804,Mount Road ATM,TUESDAY,NH,W,WWW,1,7,2016,22750.0,531000
9808,Mount Road ATM,WEDNESDAY,NH,W,WWH,2,7,2016,22750.0,52500
9813,Mount Road ATM,THURSDAY,M,H,WHW,2,7,2016,22750.0,252000
9817,Mount Road ATM,FRIDAY,NH,W,HWH,2,7,2016,22750.0,500
9829,Mount Road ATM,MONDAY,NH,W,HWW,3,7,2016,183300.0,94500
9833,Mount Road ATM,TUESDAY,NH,W,WWW,3,7,2016,183300.0,265500
9837,Mount Road ATM,WEDNESDAY,NH,W,WWW,3,7,2016,183300.0,500
9850,Mount Road ATM,SUNDAY,NH,H,HHW,4,7,2016,183300.0,98000
9854,Mount Road ATM,MONDAY,NH,W,HWW,4,7,2016,114625.0,420400
9859,Mount Road ATM,TUESDAY,NH,W,WWW,4,7,2016,114625.0,481900
9864,Mount Road ATM,WEDNESDAY,NH,W,WWW,4,7,2016,114625.0,419000
9869,Mount Road ATM,THURSDAY,NH,W,WWW,5,7,2016,114625.0,45500
9874,Mount Road ATM,FRIDAY,NH,W,WWH,5,7,2016,114625.0,440100
9879,Mount Road ATM,SATURDAY,NH,H,WHH,5,7,2016,114625.0,455000
9883,Mount Road ATM,SUNDAY,NH,H,HHW,5,7,2016,114625.0,473000
9887,Mount Road ATM,MONDAY,NH,W,HWW,5,7,2016,390700.0,935500
9891,Mount Road ATM,TUESDAY,NH,W,WWW,6,7,2016,390700.0,501000
9895,Mount Road ATM,WEDNESDAY,NH,W,WWW,6,7,2016,390700.0,218500
9899,Mount Road ATM,THURSDAY,NH,W,WWW,6,7,2016,390700.0,26000
9904,Mount Road ATM,FRIDAY,NH,W,WWH,6,7,2016,390700.0,155000
9909,Mount Road ATM,SATURDAY,NH,H,WHH,6,7,2016,390700.0,638000
9913,Mount Road ATM,SUNDAY,NH,H,HHW,7,7,2016,390700.0,570000
9916,Mount Road ATM,MONDAY,NH,W,HWW,1,8,2016,434858.0,191000
9919,Mount Road ATM,TUESDAY,NH,W,WWW,1,8,2016,434858.0,88500
9922,Mount Road ATM,WEDNESDAY,NH,W,WWW,1,8,2016,434858.0,138000
9926,Mount Road ATM,THURSDAY,NH,W,WWW,1,8,2016,434858.0,374000
9930,Mount Road ATM,FRIDAY,NH,W,WWH,1,8,2016,434858.0,317800
9935,Mount Road ATM,SATURDAY,NH,H,WHH,2,8,2016,434858.0,513000
9940,Mount Road ATM,SUNDAY,NH,H,HHW,2,8,2016,434858.0,452000
9944,Mount Road ATM,MONDAY,NH,W,HWW,2,8,2016,296329.0,252000
9949,Mount Road ATM,TUESDAY,NH,W,WWW,2,8,2016,296329.0,546500
9954,Mount Road ATM,WEDNESDAY,NH,W,WWW,2,8,2016,296329.0,436000
9959,Mount Road ATM,THURSDAY,NH,W,WWW,3,8,2016,296329.0,361000
9963,Mount Road ATM,FRIDAY,NH,W,WWH,3,8,2016,296329.0,366000
9967,Mount Road ATM,SATURDAY,NH,H,WHH,3,8,2016,296329.0,448000
9971,Mount Road ATM,SUNDAY,NH,H,HHH,3,8,2016,296329.0,326500
9976,Mount Road ATM,MONDAY,N,H,HHW,3,8,2016,390858.0,3500
9981,Mount Road ATM,TUESDAY,NH,W,HWW,4,8,2016,390858.0,109500
9986,Mount Road ATM,WEDNESDAY,NH,W,WWW,4,8,2016,390858.0,94500
9991,Mount Road ATM,THURSDAY,NH,W,WWW,4,8,2016,390858.0,118500
9995,Mount Road ATM,FRIDAY,NH,W,WWH,4,8,2016,390858.0,43000
9999,Mount Road ATM,SATURDAY,NH,H,WHH,4,8,2016,390858.0,55500
10003,Mount Road ATM,SUNDAY,NH,H,HHW,5,8,2016,390858.0,127300
10006,Mount Road ATM,MONDAY,NH,W,HWW,5,8,2016,78829.0,123000
10010,Mount Road ATM,TUESDAY,NH,W,WWW,5,8,2016,78829.0,273000
10014,Mount Road ATM,WEDNESDAY,NH,W,WWH,5,8,2016,78829.0,348000
10018,Mount Road ATM,THURSDAY,H,H,WHW,5,8,2016,78829.0,714500
10022,Mount Road ATM,FRIDAY,NH,W,HWH,6,8,2016,78829.0,102500
10031,Mount Road ATM,SUNDAY,NH,H,HHW,6,8,2016,78829.0,293000
10036,Mount Road ATM,MONDAY,NH,W,HWW,6,8,2016,309000.0,60000
10041,Mount Road ATM,TUESDAY,NH,W,WWW,6,8,2016,309000.0,91700
10045,Mount Road ATM,WEDNESDAY,NH,W,WWW,7,8,2016,309000.0,449500
10049,Mount Road ATM,THURSDAY,NH,W,WWW,1,9,2016,309000.0,365000
10054,Mount Road ATM,FRIDAY,NH,W,WWH,1,9,2016,309000.0,128500
10059,Mount Road ATM,SATURDAY,NH,H,WHH,1,9,2016,309000.0,17000
10063,Mount Road ATM,SUNDAY,NH,H,HHH,1,9,2016,309000.0,375000
